"circuit","pageUrl","alt","imageUrl","fileName","status","bytes","error"
"Adelaide International Raceway","https://www.racingcircuits.info/australasia/australia/adelaide-international-raceway.html","Map of Adelaide International Raceway, Full Circuit 1972 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide%20Intl%20Rcwy/Adelaide-IR72.png","Adelaide-International-Raceway__Adelaide-IR72__af1af281.png","skipped","61994",""
"Adelaide International Raceway","https://www.racingcircuits.info/australasia/australia/adelaide-international-raceway.html","Map of Adelaide International Raceway, Speedway Super Bowl 1972 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide%20Intl%20Rcwy/Adelaide-IR-Oval72.png","Adelaide-International-Raceway__Adelaide-IR-Oval72__b3941e67.png","skipped","46770",""
"Adelaide International Raceway","https://www.racingcircuits.info/australasia/australia/adelaide-international-raceway.html","Map of Adelaide International Raceway, Short Circuit 1972 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide%20Intl%20Rcwy/Adelaide-IR-Short72.png","Adelaide-International-Raceway__Adelaide-IR-Short72__9a483f52.png","skipped","60222",""
"Aberdare Park","https://www.racingcircuits.info/europe/united-kingdom/aberdare-park.html","Map of Aberdare Park, Road Racing Circuit 1950-54, 1977 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aberdare%20Park/Aberdare-Park50.png","Aberdare-Park__Aberdare-Park50__633c3ae5.png","skipped","62460",""
"Adelaide Parklands","https://www.racingcircuits.info/australasia/australia/adelaide.html","Map of Adelaide Parklands, Adelaide 500 Circuit 2022 onwards","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide/Adelaide09.png","Adelaide-Parklands__Adelaide09__8d4b66fc.png","skipped","86331",""
"Adelaide Parklands","https://www.racingcircuits.info/australasia/australia/adelaide.html","Map of Adelaide Parklands, ALMS Circuit 2000","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide/Adelaide85-95-00.png","Adelaide-Parklands__Adelaide85-95-00__7f3cdef9.png","skipped","94325",""
"Adelaide Parklands","https://www.racingcircuits.info/australasia/australia/adelaide.html","Map of Adelaide Parklands, V8 Supercars Circuit 2002-08","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide/Adelaide02-08.png","Adelaide-Parklands__Adelaide02-08__f0f07776.png","skipped","86298",""
"Adelaide Parklands","https://www.racingcircuits.info/australasia/australia/adelaide.html","Map of Adelaide Parklands, V8 Supercars Circuit 2001","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Adelaide/Adelaide99-01.png","Adelaide-Parklands__Adelaide99-01__f03d7ced.png","skipped","86927",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, Full Circuit 2021 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-2021.png","Adria-International-Raceway__Adria-2021__ec3794f5.png","skipped","86428",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, Full Circuit 2012-20","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-2012.png","Adria-International-Raceway__Adria-2012__d30722da.png","skipped","139602",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, Bike Circuit 2012-20","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-Bike-2012.png","Adria-International-Raceway__Adria-Bike-2012__4b9d0c16.png","skipped","143507",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, Outer Circuit 2021 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-Outer-2021.png","Adria-International-Raceway__Adria-Outer-2021__cb4fb82d.png","skipped","80146",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, 'Revolver' Circuit 2012-20","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-Revolver-2012.png","Adria-International-Raceway__Adria-Revolver-2012__e6e5c83a.png","skipped","73167",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, Full Circuit 2002-11","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-2002.png","Adria-International-Raceway__Adria-2002__9351e618.png","skipped","81125",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, 'Revolver' Circuit 2002-11","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-Revolver-2002.png","Adria-International-Raceway__Adria-Revolver-2002__82294a56.png","skipped","72070",""
"Ahvenisto","https://www.racingcircuits.info/europe/finland/ahvenisto.html","Map of Ahvenisto, Full circuit 1967 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Hameenlinna/Hameenlinna67.png","Ahvenisto__Hameenlinna67__5651c799.png","skipped","68391",""
"Adria International Raceway","https://www.racingcircuits.info/europe/italy/adria.html","Map of Adria International Raceway, 'Osso di Cane' Circuit 2002-11","https://www.racingcircuits.info/assets/images/maps/Europe/Italy/Adria/Adria-Osso-di-Cano-2002.png","Adria-International-Raceway__Adria-Osso-di-Cano-2002__1c7e3a71.png","skipped","56526",""
"Aintree","https://www.racingcircuits.info/europe/united-kingdom/aintree.html","Map of Aintree, Club Circuit 1965 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aintree/AintreeClub65.png","Aintree__AintreeClub65__0150a574.png","skipped","65722",""
"Aintree","https://www.racingcircuits.info/europe/united-kingdom/aintree.html","Map of Aintree, Grand Prix Circuit 1955-64","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aintree/Aintree55.png","Aintree__Aintree55__03be5413.png","skipped","102282",""
"Aintree","https://www.racingcircuits.info/europe/united-kingdom/aintree.html","Map of Aintree, Club Circuit 1955-64","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aintree/AintreeClub55.png","Aintree__AintreeClub55__d2787342.png","skipped","70321",""
"Aintree","https://www.racingcircuits.info/europe/united-kingdom/aintree.html","Map of Aintree, Grand Prix Circuit 1954","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aintree/Aintree54.png","Aintree__Aintree54__e1104cc2.png","skipped","101812",""
"Aintree","https://www.racingcircuits.info/europe/united-kingdom/aintree.html","Map of Aintree, Club Circuit 1954","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Aintree/AintreeClub54.png","Aintree__AintreeClub54__bc7c7911.png","skipped","70298",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Short Circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-Short-2018.png","Alastaro-Circuit__Alastaro-Short-2018__110aef31.png","skipped","57265",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Full Circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-2018.png","Alastaro-Circuit__Alastaro-2018__fd220916.png","skipped","62573",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Short Circuit 1996-2017","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-Short-1996.png","Alastaro-Circuit__Alastaro-Short-1996__ace808de.png","skipped","56142",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Full Circuit 1996-2017","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-1996.png","Alastaro-Circuit__Alastaro-1996__9a4d6d5c.png","skipped","61387",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Short Circuit 1990-95","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-Short-1990.png","Alastaro-Circuit__Alastaro-Short-1990__c2c2e7f2.png","skipped","55567",""
"Albacete","https://www.racingcircuits.info/europe/spain/albacete.html","Map of Albacete, Full circuit 2015 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Albacete/Albacete15.png","Albacete__Albacete15__cb9da663.png","skipped","76614",""
"Albacete","https://www.racingcircuits.info/europe/spain/albacete.html","Map of Albacete, Full circuit 1990-2014","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Albacete/Albacete90.png","Albacete__Albacete90__31aebf82.png","skipped","79496",""
"Alastaro Circuit","https://www.racingcircuits.info/europe/finland/alastaro-circuit.html","Map of Alastaro Circuit, Full Circuit 1990-95","https://www.racingcircuits.info/assets/images/maps/Europe/Finland/Alastaro/Alastaro-1990.png","Alastaro-Circuit__Alastaro-1990__aca977f1.png","skipped","60792",""
"Albacete","https://www.racingcircuits.info/europe/spain/albacete.html","Map of Albacete, Secondary circuit 1990-2014","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Albacete/AlbaceteShort90.png","Albacete__AlbaceteShort90__29c1dab8.png","skipped","77103",""
"Albacete","https://www.racingcircuits.info/europe/spain/albacete.html","Map of Albacete, Tertiary circuit 1990-2014","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Albacete/AlbaceteClub90.png","Albacete__AlbaceteClub90__269c1291.png","skipped","48926",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Supercars Circuit 2021 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-Support-Pits-2021.png","Albert-Park,-Melbourne__Melbourne-Support-Pits-2021__c7daf30c.png","skipped","60100",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Grand Prix Circuit 2021 to date","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-2021.png","Albert-Park,-Melbourne__Melbourne-2021__345a6332.png","skipped","59976",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Grand Prix Circuit 2011-20","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-2011.png","Albert-Park,-Melbourne__Melbourne-2011__623ecbb9.png","skipped","62322",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Supercars Circuit 2011-20","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-Support-Pits-2011.png","Albert-Park,-Melbourne__Melbourne-Support-Pits-2011__be3fa33d.png","skipped","62447",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Grand Prix Circuit 2004-2010","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-2004.png","Albert-Park,-Melbourne__Melbourne-2004__b4c07707.png","skipped","62255",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Grand Prix Circuit 1996-2003","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-1996.png","Albert-Park,-Melbourne__Melbourne-1996__c25dbad6.png","skipped","62403",""
"Albert Park, Melbourne","https://www.racingcircuits.info/australasia/australia/albert-park,-melbourne.html","Map of Albert Park, Melbourne, Grand Prix Circuit 1953-58","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Albert%20Park/Melbourne-53.png","Albert-Park,-Melbourne__Melbourne-53__38eebce6.png","skipped","77196",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 2009 to date","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi09.png","Albi__Albi09__0a5c859d.png","skipped","93510",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 2004-08","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi04.png","Albi__Albi04__79c0d47b.png","skipped","89588",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 2003","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi03.png","Albi__Albi03__b4ab5239.png","skipped","89926",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 1994-2002","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi94.png","Albi__Albi94__7711adf0.png","skipped","91579",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 1988-93","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi88.png","Albi__Albi88__4b67c2b7.png","skipped","91631",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 1981-87","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi81.png","Albi__Albi81__b5c40459.png","skipped","75633",""
"Albi","https://www.racingcircuits.info/europe/france/albi.html","Map of Albi, Grand Prix Circuit 1962-80","https://www.racingcircuits.info/assets/images/maps/Europe/France/Albi/Albi62.png","Albi__Albi62__1fad4e2c.png","skipped","72258",""
"Aldo Scribante Raceway","https://www.racingcircuits.info/africa/south-africa/aldo-scribante-raceway.html","Map of Aldo Scribante Raceway, Full Circuit 1975 to date","https://www.racingcircuits.info/assets/images/maps/Africa/South%20Africa/Aldo%20Scribante%20Raceway/Aldo-Scribante-1975.png","Aldo-Scribante-Raceway__Aldo-Scribante-1975__42d13fe7.png","skipped","105110",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Circuito de Almería 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Almeria18.png","Almeria__Almeria18__2055c1c5.png","skipped","96745",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 1 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia1-18.png","Almeria__Andalucia1-18__cdea1022.png","skipped","88441",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 1 (Alternate) 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia1Alt-18.png","Almeria__Andalucia1Alt-18__a00a44fa.png","skipped","86440",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 2 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia2-18.png","Almeria__Andalucia2-18__48a9a78c.png","skipped","87679",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 2 (Alternate) 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia2Alt-18.png","Almeria__Andalucia2Alt-18__c1917435.png","skipped","86712",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 3 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia3-18.png","Almeria__Andalucia3-18__f0a9b736.png","skipped","80651",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 4 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia4-18.png","Almeria__Andalucia4-18__ed8d536c.png","skipped","70203",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 4 (Alternate) 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia4Alt-18.png","Almeria__Andalucia4Alt-18__b8e075b7.png","skipped","69467",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Iberia Circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Iberia-18.png","Almeria__Iberia-18__d1e1376d.png","skipped","105475",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Iberia Circuit (Alternate) 2018 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Iberia-Alt18.png","Almeria__Iberia-Alt18__13b4e7ac.png","skipped","103356",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Circuito de Almería 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Almeria16.png","Almeria__Almeria16__7ffdffe4.png","skipped","88300",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 1 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia1-16.png","Almeria__Andalucia1-16__83bf9e08.png","skipped","78213",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 1 (Alternate) 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia1Alt-16.png","Almeria__Andalucia1Alt-16__e2db8339.png","skipped","80164",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 2 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia2-16.png","Almeria__Andalucia2-16__5203d408.png","skipped","72390",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 3 (Alternate) 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia3Alt-16.png","Almeria__Andalucia3Alt-16__81d511e3.png","skipped","67777",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Andalucia Circuit No 3 2016-17","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Andalucia3-16.png","Almeria__Andalucia3-16__f49aa8f2.png","skipped","65877",""
"Almería","https://www.racingcircuits.info/europe/spain/almeria.html","Map of Almería, Circuito de Almería 2000-15","https://www.racingcircuits.info/assets/images/maps/Europe/Spain/Almeria/Almeria00.png","Almeria__Almeria00__90ea04d1.png","skipped","63105",""
"Amaroo Park","https://www.racingcircuits.info/australasia/australia/amaroo-park.html","Map of Amaroo Park, Road Course 1984-98","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Amaroo%20Park/Amaroo-Park84.png","Amaroo-Park__Amaroo-Park84__6fb0feae.png","skipped","75723",""
"Amaroo Park","https://www.racingcircuits.info/australasia/australia/amaroo-park.html","Map of Amaroo Park, Motorcycle Course with chicane 1984-98","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Amaroo%20Park/Amaroo-Park-Bike84.png","Amaroo-Park__Amaroo-Park-Bike84__a430a3c1.png","skipped","76319",""
"Amaroo Park","https://www.racingcircuits.info/australasia/australia/amaroo-park.html","Map of Amaroo Park, Road Course 1970-83","https://www.racingcircuits.info/assets/images/maps/Australasia/Australia/Amaroo%20Park/Amaroo-Park67.png","Amaroo-Park__Amaroo-Park67__fcd57171.png","skipped","70783",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-2007.png","Anderstorp__Anderstorp-Raceway-GP-2007__7ec2018a.png","skipped","83738",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-2007.png","Anderstorp__Anderstorp-Raceway-North-2007__be7a1818.png","skipped","61168",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1998-2006","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP--1998.png","Anderstorp__Anderstorp-Raceway-GP--1998__5e2e9a1b.png","skipped","79152",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-2007.png","Anderstorp__Anderstorp-Raceway-South-2007__7e74babf.png","skipped","63109",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1998-2006","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1998.png","Anderstorp__Anderstorp-Raceway-North-1998__7abd8569.png","skipped","55553",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1998-2006","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1998.png","Anderstorp__Anderstorp-Raceway-South-1998__dfbf3243.png","skipped","63452",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1993-97","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1993.png","Anderstorp__Anderstorp-Raceway-GP-1993__3533c153.png","skipped","81841",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1993-97","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1993.png","Anderstorp__Anderstorp-Raceway-North-1993__b44165d7.png","skipped","57064",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1978-92","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1978.png","Anderstorp__Anderstorp-Raceway-GP-1978__915a55b5.png","skipped","81314",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1993-97","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1993.png","Anderstorp__Anderstorp-Raceway-South-1993__1ba7eaf9.png","skipped","59903",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1978-92","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1978.png","Anderstorp__Anderstorp-Raceway-North-1978__906719bf.png","skipped","57064",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1978-92","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1978.png","Anderstorp__Anderstorp-Raceway-South-1978__fead37f1.png","skipped","59903",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1976-77","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1976.png","Anderstorp__Anderstorp-Raceway-GP-1976__78c36eba.png","skipped","83001",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1976-77","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1976.png","Anderstorp__Anderstorp-Raceway-North-1976__14e2b2b0.png","skipped","59007",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1976-77","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1976.png","Anderstorp__Anderstorp-Raceway-South-1976__bb86a24c.png","skipped","61700",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1974-75","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1974.png","Anderstorp__Anderstorp-Raceway-GP-1974__46b0c61a.png","skipped","82702",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1974-75","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1974.png","Anderstorp__Anderstorp-Raceway-South-1974__e95f7bcb.png","skipped","61964",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1974-75","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1974.png","Anderstorp__Anderstorp-Raceway-North-1974__cf441e92.png","skipped","58494",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1973","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1973.png","Anderstorp__Anderstorp-Raceway-GP-1973__0ee28ee9.png","skipped","81612",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1973","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1973.png","Anderstorp__Anderstorp-Raceway-North-1973__cf5763f1.png","skipped","57499",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1971-72","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1971.png","Anderstorp__Anderstorp-Raceway-GP-1971__c71c5435.png","skipped","78099",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1971-72","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1971.png","Anderstorp__Anderstorp-Raceway-North-1971__71914745.png","skipped","53834",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1971-72","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1971.png","Anderstorp__Anderstorp-Raceway-South-1971__41fdeceb.png","skipped","62745",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, Grand Prix Circuit 1968-70","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-GP-1968.png","Anderstorp__Anderstorp-Raceway-GP-1968__3fdaa7a4.png","skipped","61313",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, North Circuit 1968-70","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-North-1968.png","Anderstorp__Anderstorp-Raceway-North-1968__3e1a8daa.png","skipped","46624",""
"Anderstorp","https://www.racingcircuits.info/europe/sweden/anderstorp.html","Map of Anderstorp, South Circuit 1968-70","https://www.racingcircuits.info/assets/images/maps/Europe/Sweden/Anderstorp/Anderstorp-Raceway-South-1968.png","Anderstorp__Anderstorp-Raceway-South-1968__0003b700.png","skipped","49690",""
"Anglesey Circuit","https://www.racingcircuits.info/europe/united-kingdom/anglesey-circuit.html","Map of Anglesey Circuit, International Grand Prix Circuit 2006 to date","https://www.racingcircuits.info/assets/images/maps/Europe/United%20Kingdom/Anglesey/Anglesey06.png","Anglesey-Circuit__Anglesey06__fc04173c.png","skipped","78808",""
